track_id	track_name	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	playlist_genre	playlist_subgenre
35Xf2ABjPzUXKz19akd7Jj	Famous Hoes	NLE Choppa	80	35Xf2ABjPzUXKz19akd7Jj	Famous Hoes	2019-12-10	RapCaviar	35Xf2ABjPzUXKz19akd7Jj	0.73	0.63	4	-5.69	0	0.16	0.346	0	0.26	0.33	81.48	135460	rap	hip hop
0eHFPf7gom9ztF7Jc6FP6C	What I Please (feat. Denzel Curry)	Smokepurpp	74	0eHFPf7gom9ztF7Jc6FP6C	What I Please (feat. Denzel Curry)	2019-12-11	RapCaviar	0eHFPf7gom9ztF7Jc6FP6C	0.8	0.71	10	-8.16	0	0.33	0.0352	0	0.12	0.54	139.88	140591	rap	hip hop
3yD2LWeCCFu7ybBO3lwbXM	U Played (feat. Lil Baby)	Moneybagg Yo	73	3yD2LWeCCFu7ybBO3lwbXM	U Played (feat. Lil Baby)	2005-01-03	RapCaviar	3yD2LWeCCFu7ybBO3lwbXM	0.88	0.85	2	-3.57	1	0.23	0.00335	4.62626718610991	0.29	0.88	134.96	164754	rap	hip hop
05JdgtCKkZ5CoOjM5KS4EG	Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) - Remix	NLE Choppa	77	05JdgtCKkZ5CoOjM5KS4EG	Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) [Remix]	2019-12-06	RapCaviar	05JdgtCKkZ5CoOjM5KS4EG	0.79	0.88	7	-1.98	1	0.38	0.324	0	0.08	0.86	175.01	198694	rap	hip hop
4IO8X9W69dIQe0EC5ALXhq	Immortal	21 Savage	83	4IO8X9W69dIQe0EC5ALXhq	Immortal	2019-10-31	RapCaviar	4IO8X9W69dIQe0EC5ALXhq	0.74	0.87	6	-3.49	0	0.5	0.00813	0	0.11	0.66	184.19	254723	rap	hip hop
66FltlEV09mPJYAyfYm8De	Bang Bang	YNW Melly	78	66FltlEV09mPJYAyfYm8De	Melly vs. Melvin	2019-11-22	RapCaviar	66FltlEV09mPJYAyfYm8De	0.66	0.52	10	-7.63	1	0.4	0.156	5.8600601920858	0.08	0.44	179.69	260333	rap	hip hop
1K2xWMZP8mgMXAR5SpcLQu	Heart On Ice - Remix	Rod Wave	70	1K2xWMZP8mgMXAR5SpcLQu	Ghetto Gospel	2019-11-01	RapCaviar	1K2xWMZP8mgMXAR5SpcLQu	0.76	0.37	10	-11.26	0	0.17	0.165	0	0.14	0.32	79.04	195190	rap	hip hop
364spZLB5bhNlnPrzvUB41	Reply (feat. Lil Uzi Vert)	A Boogie Wit da Hoodie	79	364spZLB5bhNlnPrzvUB41	Reply (feat. Lil Uzi Vert)	2019-11-15	RapCaviar	364spZLB5bhNlnPrzvUB41	0.51	0.62	9	-6.55	0	0.08	0.0187	0	0.13	0.22	112.15	183589	rap	hip hop
4E08gEca6avoGx5SS4MM6T	G Walk (with Chris Brown)	Lil Mosey	52	4E08gEca6avoGx5SS4MM6T	G Walk (with Chris Brown)	2019-06-07	RapCaviar	4E08gEca6avoGx5SS4MM6T	0.74	0.71	0	-5.36	1	0.1	0.275	3.47222260846756	0.13	0.72	89.97	141333	rap	hip hop
050ud0e5cmIYjmXplDugVQ	Ready Set (feat. Big Sean)	Kash Doll	73	050ud0e5cmIYjmXplDugVQ	Stacked	2019-10-18	RapCaviar	050ud0e5cmIYjmXplDugVQ	0.85	0.62	4	-5.92	0	0.06	0.00252	0.000283	0.11	0.48	96	165375	rap	hip hop
4YrS33mjBWWchoLJTkAKwt	Go In	Lil Tjay	78	4YrS33mjBWWchoLJTkAKwt	Go In	2019-12-13	RapCaviar	4YrS33mjBWWchoLJTkAKwt	0.8	0.7	9	-5.95	0	0.17	0.125	0	0.08	0.8	122	254963	rap	hip hop
2Xo3rLHjXfdb4avN68aQyi	BEST ON EARTH (feat. BIA)	Russ	82	2Xo3rLHjXfdb4avN68aQyi	BEST ON EARTH (feat. BIA)	2019-10-18	RapCaviar	2Xo3rLHjXfdb4avN68aQyi	0.57	0.76	5	-3.46	0	0.26	0.217	0	0.09	0.62	179.99	160720	rap	hip hop
34e2WyzmjG2aDk7KykOOZZ	Take It Down (feat. Offset)	Pardison Fontaine	72	34e2WyzmjG2aDk7KykOOZZ	UNDER8ED	2019-11-15	RapCaviar	34e2WyzmjG2aDk7KykOOZZ	0.92	0.49	1	-5.77	1	0.09	0.0393	0	0.19	0.34	143.05	208976	rap	hip hop
4DkZDzcHicZBXCEdA19oWs	Big Drip	Fivio Foreign	73	4DkZDzcHicZBXCEdA19oWs	Pain and Love - EP	2019-11-13	RapCaviar	4DkZDzcHicZBXCEdA19oWs	0.81	0.66	0	-6.45	1	0.36	0.186	8.78789539614227	0.16	0.47	139.96	168307	rap	hip hop
79s5XnCN4TJKTVMSmOx8Ep	Dior	Pop Smoke	76	79s5XnCN4TJKTVMSmOx8Ep	Meet The Woo	2019-07-26	RapCaviar	79s5XnCN4TJKTVMSmOx8Ep	0.55	0.8	7	-5.73	1	0.35	0.212	0.000389	0.41	0.65	142.09	216387	rap	hip hop
6VYXuUz1nYMap8gtqeIrQB	I Think I Luv Her	Tyla Yaweh	77	6VYXuUz1nYMap8gtqeIrQB	I Think I Luv Her	2019-09-27	RapCaviar	6VYXuUz1nYMap8gtqeIrQB	0.9	0.61	11	-6.24	1	0.27	0.000456	0	0.06	0.84	84	160742	rap	hip hop
7LGWmZaoS7jZJ5tEi9EcDi	HAD ENOUGH (feat. Quavo & Offset)	Don Toliver	83	7LGWmZaoS7jZJ5tEi9EcDi	JACKBOYS	2019-12-27	RapCaviar	7LGWmZaoS7jZJ5tEi9EcDi	0.75	0.79	2	-4.58	1	0.11	0.253	0	0.13	0.67	147.96	157133	rap	hip hop
2QpGZOhTCHHiKmpSO9FW4h	Follow God	Kanye West	85	2QpGZOhTCHHiKmpSO9FW4h	JESUS IS KING	2019-10-25	RapCaviar	2QpGZOhTCHHiKmpSO9FW4h	0.53	0.9	1	-3.5	1	0.42	0.000248	1.21e-05	0.04	0.43	180.29	104591	rap	hip hop
55GiOwtxNajXVbpjjIzMnD	SWISH	Tyga	73	55GiOwtxNajXVbpjjIzMnD	SWISH	2018-07-25	Rap Workout	55GiOwtxNajXVbpjjIzMnD	0.88	0.54	11	-5.61	1	0.22	0.0831	0	0.12	0.27	105.01	194936	rap	hip hop
4cplybBIoPdrvvH7lpJY1z	Again	Jaden	3	4cplybBIoPdrvvH7lpJY1z	Again	2019-07-02	Rap Workout	4cplybBIoPdrvvH7lpJY1z	0.62	0.58	1	-6.48	1	0.07	0.522	6.78e-05	0.17	0.12	81.5	269840	rap	hip hop
0lstGz2advSx5VqY8olvzt	London	AJ x Deno	67	0lstGz2advSx5VqY8olvzt	London	2018-05-03	Rap Workout	0lstGz2advSx5VqY8olvzt	0.74	0.65	8	-4.45	0	0.18	0.0316	1.83e-05	0.09	0.51	137.18	228042	rap	hip hop
7fuSDngvlH3PJs3MbKVWNu	Sounds Of The Skeng	Stormzy	66	7fuSDngvlH3PJs3MbKVWNu	Sounds Of The Skeng	2019-09-06	Rap Workout	7fuSDngvlH3PJs3MbKVWNu	0.49	0.8	11	-3.23	0	0.3	0.0263	3.9e-05	0.11	0.38	174.63	214130	rap	hip hop
3DKCTIiJ97bS9TGiqcABjo	Thiago Silva	Dave	73	3DKCTIiJ97bS9TGiqcABjo	Thiago Silva	2016-05-13	Rap Workout	3DKCTIiJ97bS9TGiqcABjo	0.67	0.67	0	-7.57	1	0.32	0.0641	4e-06	0.1	0.67	144.26	201964	rap	hip hop
7amMgNDcObIDkIXv4xcvc2	Barking	Ramz	13	7amMgNDcObIDkIXv4xcvc2	Barking	2017-12-01	Rap Workout	7amMgNDcObIDkIXv4xcvc2	0.53	0.47	7	-8.05	0	0.23	0.175	0	0.07	0.76	137.03	202827	rap	hip hop
15nKLSvslk7jntDkxIdYmq	Both	Headie One	69	15nKLSvslk7jntDkxIdYmq	Both	2019-08-15	Rap Workout	15nKLSvslk7jntDkxIdYmq	0.75	0.67	1	-7.1	1	0.21	0.565	0.000266	0.11	0.56	145.81	213587	rap	hip hop
4DmgUMnnCw27Tu5Jvqhm1n	What Do You Mean?	Skepta	66	4DmgUMnnCw27Tu5Jvqhm1n	Ignorance is Bliss	2019-05-31	Rap Workout	4DmgUMnnCw27Tu5Jvqhm1n	0.74	0.52	2	-8.91	1	0.5	0.0482	5.75e-06	0.11	0.38	192	211120	rap	hip hop
4WstRtdgYjwPvpCekgYAhs	Bang	G-Eazy	18	4WstRtdgYjwPvpCekgYAhs	B-Sides	2019-06-28	Rap Workout	4WstRtdgYjwPvpCekgYAhs	0.93	0.61	1	-7.36	1	0.24	0.0234	0	0.09	0.21	103.02	193980	rap	hip hop
7iRn1W8QLad1RnzKkb4iQk	WCF	Hil Holla	41	7iRn1W8QLad1RnzKkb4iQk	WCF	2019-06-18	Rap Workout	7iRn1W8QLad1RnzKkb4iQk	0.54	0.48	11	-11.74	1	0.21	0.122	2.77e-06	0.11	0.5	148.22	181680	rap	hip hop
6gRbkI6s0M7zTE9uhRZUjV	Greaze Mode	Skepta	60	6gRbkI6s0M7zTE9uhRZUjV	Greaze Mode	2019-05-09	Rap Workout	6gRbkI6s0M7zTE9uhRZUjV	0.78	0.72	6	-8.35	0	0.16	0.112	4.1e-05	0.15	0.4	150.07	168400	rap	hip hop
2B9wgj9XzbJZLty03PRbVo	Bezerk (feat. A$AP Ferg)	Big Sean	74	2B9wgj9XzbJZLty03PRbVo	Bezerk	2019-08-26	Rap Workout	2B9wgj9XzbJZLty03PRbVo	0.68	0.69	2	-4.67	1	0.2	0.0164	0	0.25	0.26	184.03	151067	rap	hip hop
6xp6EUAwQ9SGi09htjDDHU	Never Lack	Splurgeboys	52	6xp6EUAwQ9SGi09htjDDHU	Out of the Pan	2018-04-30	Rap Workout	6xp6EUAwQ9SGi09htjDDHU	0.92	0.65	0	-6.34	0	0.18	0.0848	0.0021	0.08	0.43	95	210451	rap	hip hop
0CLhMOVhX6TaPpugYkEsge	Never Lie (feat. Moneybagg Yo)	Wiz Khalifa	64	0CLhMOVhX6TaPpugYkEsge	Never Lie (feat. Moneybagg Yo)	2019-08-23	Rap Workout	0CLhMOVhX6TaPpugYkEsge	0.69	0.72	1	-5.74	1	0.05	0.0269	7.24722111579031	0.12	0.32	140.03	213346	rap	hip hop
26K1cfRaFe9zIyHztwVdQf	Gangsta	Smiler	50	26K1cfRaFe9zIyHztwVdQf	Gangsta	2018-01-31	Rap Workout	26K1cfRaFe9zIyHztwVdQf	0.86	0.46	4	-10.33	1	0.35	0.469	0	0.16	0.6	130.02	162534	rap	hip hop
78XK5PDIKWiDKcgiLl1x0o	Still Disappointed	Stormzy	70	78XK5PDIKWiDKcgiLl1x0o	Still Disappointed	2005-01-10	Rap Workout	78XK5PDIKWiDKcgiLl1x0o	0.73	0.67	1	-6.99	1	0.27	0.0943	0	0.08	0.7	139.92	165027	rap	hip hop
0kfp6rRddGkoyAhosSeZLS	Buss Down (feat. ZieZie)	Aitch	60	0kfp6rRddGkoyAhosSeZLS	Buss Down (feat. ZieZie)	2019-09-02	Rap Workout	0kfp6rRddGkoyAhosSeZLS	0.8	0.78	11	-5.41	1	0.18	0.109	1.44e-05	0.08	0.78	95.04	211787	rap	hip hop
3rez7t0KrJuhx6HNAyFYWH	West Side	The Game	56	3rez7t0KrJuhx6HNAyFYWH	West Side	2019-06-21	Rap Workout	3rez7t0KrJuhx6HNAyFYWH	0.77	0.65	8	-6.4	1	0.25	0.126	2.63e-06	0.12	0.36	84.39	170397	rap	hip hop
7J2DtwsxdoyrhgNV3Vzmos	MAYDAY (feat. Sheck Wes & Young Thug)	CHASE B	57	7J2DtwsxdoyrhgNV3Vzmos	MAYDAY (feat. Sheck Wes & Young Thug)	2019-07-19	Rap Workout	7J2DtwsxdoyrhgNV3Vzmos	0.76	0.73	7	-5.81	1	0.24	0.0947	0	0.11	0.36	120.11	179533	rap	hip hop
4hLGvFqsCM5z3714dbEDVV	RUN	Kardinal Offishall	42	4hLGvFqsCM5z3714dbEDVV	RUN	2019-06-04	Rap Workout	4hLGvFqsCM5z3714dbEDVV	0.59	0.87	1	-4.55	1	0.27	0.00432	0	0.06	0.79	90.06	234851	rap	hip hop
7mv4eldXEFbf3s3ZEfbmlC	Stripper Bowl	Migos	60	7mv4eldXEFbf3s3ZEfbmlC	Stripper Bowl	2019-06-20	Rap Workout	7mv4eldXEFbf3s3ZEfbmlC	0.95	0.78	1	-4.44	1	0.21	0.0507	0	0.08	0.82	132.96	202747	rap	hip hop
3KIMdTgROcteSwwKwoK3Bs	Act a Fool	Rick Ross	55	3KIMdTgROcteSwwKwoK3Bs	Act a Fool	2019-06-21	Rap Workout	3KIMdTgROcteSwwKwoK3Bs	0.61	0.8	10	-4.08	0	0.11	0.0139	0	0.37	0.48	157.83	288019	rap	hip hop
2gDwgvtJJDkRLzoks6BgSE	DIZZY	KAS	55	2gDwgvtJJDkRLzoks6BgSE	DIZZY	2019-07-26	Rap Workout	2gDwgvtJJDkRLzoks6BgSE	0.7	0.55	5	-10.55	1	0.12	0.0656	0	0.23	0.74	76.96	219740	rap	hip hop
4l7oD6415mxY0uSppVUUjX	On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky)	Mustard	19	4l7oD6415mxY0uSppVUUjX	On GOD (with YG & Tyga feat. A$AP Ferg & A$AP Rocky)	2019-06-21	Rap Workout	4l7oD6415mxY0uSppVUUjX	0.86	0.68	1	-5.36	1	0.19	0.218	0	0.06	0.34	104	263127	rap	hip hop
6FZjiSBSQoj1geAgXjvqez	Undefeated (feat. Lil Keed)	Future	61	6FZjiSBSQoj1geAgXjvqez	Undefeated (feat. Lil Keed)	2019-07-23	Rap Workout	6FZjiSBSQoj1geAgXjvqez	0.86	0.56	2	-5.11	1	0.28	0.00135	0	0.19	0.41	157.02	156467	rap	hip hop
13KV7AMsYRVBHgRCJSXaqx	BIG TYME	Rick Ross	57	13KV7AMsYRVBHgRCJSXaqx	BIG TYME	2019-07-02	Rap Workout	13KV7AMsYRVBHgRCJSXaqx	0.6	0.68	1	-6.59	1	0.16	0.000164	0.000147	0.42	0.16	83.98	242857	rap	hip hop
7swFgLy1v4he4fZUpIWwiK	Wigs (feat. City Girls & ANTHA)	A$AP Ferg	49	7swFgLy1v4he4fZUpIWwiK	Wigs (feat. City Girls & ANTHA)	2019-06-24	Rap Workout	7swFgLy1v4he4fZUpIWwiK	0.8	0.83	1	-2.53	1	0.22	0.0405	0	0.11	0.72	177.08	179848	rap	hip hop
26BkXpWAaajgL2Eh9TA95B	Givenchy Bag (feat. Future, Nafe Smallz & Chip)	Wiley	61	26BkXpWAaajgL2Eh9TA95B	Givenchy Bag (feat. Future, Nafe Smallz & Chip)	2019-10-03	Rap Workout	26BkXpWAaajgL2Eh9TA95B	0.75	0.66	11	-6.28	0	0.27	0.382	0	0.09	0.83	97.22	172500	rap	hip hop
4qy2jqC6mThGscpYxpNtax	Ban Drill	Krept & Konan	57	4qy2jqC6mThGscpYxpNtax	Ban Drill	2019-06-13	Rap Workout	4qy2jqC6mThGscpYxpNtax	0.5	0.74	6	-6.04	0	0.33	0.102	0	0.09	0.42	93.27	287927	rap	hip hop
7FNEssuIwXN2LFEdxIQUei	Go Arder	B Mus	39	7FNEssuIwXN2LFEdxIQUei	Mus B	2018-07-10	Rap Workout	7FNEssuIwXN2LFEdxIQUei	0.76	0.87	6	-3.14	0	0.24	0.0292	0	0.06	0.68	124	230920	rap	hip hop
0lpkIkav4zSnEWoCtlfyBW	ATL Hoe	Baby D.	23	0lpkIkav4zSnEWoCtlfyBW	Lil Chopper Toy	2002	Dirty South Rap Classics by DJ HOTSAUCE	0lpkIkav4zSnEWoCtlfyBW	0.9	0.95	1	-3.27	1	0.32	0.0644	0	0.11	0.84	124.02	272773	rap	southern hip hop
13aXosb9ASn6tRQbfw1WPU	Dope Boyz	T.I.	32	13aXosb9ASn6tRQbfw1WPU	Im Serious	2001-10-01	Dirty South Rap Classics by DJ HOTSAUCE	13aXosb9ASn6tRQbfw1WPU	0.76	0.62	4	-8.89	0	0.22	0.03	0	0.21	0.3	86.99	264840	rap	southern hip hop
4IejnaWylIqjqh0acnxmJS	Ridin Wit Some Killaz	Hitman Sammy Sam	12	4IejnaWylIqjqh0acnxmJS	Last Man Standing	2006-09-19	Dirty South Rap Classics by DJ HOTSAUCE	4IejnaWylIqjqh0acnxmJS	0.81	0.94	7	-5	1	0.07	0.000799	0.18	0.74	0.92	134.06	289227	rap	southern hip hop
7MSwclTvW6KLLkTbmw9FUQ	Throw It Up	Pastor Troy	52	7MSwclTvW6KLLkTbmw9FUQ	Kings Of Crunk	2002-10-29	Dirty South Rap Classics by DJ HOTSAUCE	7MSwclTvW6KLLkTbmw9FUQ	0.7	0.6	3	-3.18	1	0.09	0.0515	0	0.32	0.14	145.94	372973	rap	southern hip hop
7d9I42jF759n5HuUeoulzR	Nann Nigga	Trick Daddy	51	7d9I42jF759n5HuUeoulzR	www.thug.com (Explicit Version)	1999-03-30	Dirty South Rap Classics by DJ HOTSAUCE	7d9I42jF759n5HuUeoulzR	0.84	0.82	2	-5.24	1	0.21	0.000507	0	0.32	0.64	149.92	167400	rap	southern hip hop
5FGBOYI8mj9chVhWlNOVXK	Who U Wit	Lil Jon & The East Side Boyz	30	5FGBOYI8mj9chVhWlNOVXK	Crunkest Hits	2011-03-15	Dirty South Rap Classics by DJ HOTSAUCE	5FGBOYI8mj9chVhWlNOVXK	0.94	0.81	1	-4.78	0	0.12	0.0262	0	0.06	0.7	95.02	272773	rap	southern hip hop
1dSHz2TN7HwE8p5aGw8jjy	Eastside Vs. Westside	Baby D.	14	1dSHz2TN7HwE8p5aGw8jjy	Lil Chopper Toy	2002	Dirty South Rap Classics by DJ HOTSAUCE	1dSHz2TN7HwE8p5aGw8jjy	0.7	0.82	3	-4.97	0	0.24	0.00712	0	0.32	0.47	130.01	190427	rap	southern hip hop
0cYzIKaobR7yaxjMTRvO6P	One Day	UGK	37	0cYzIKaobR7yaxjMTRvO6P	Best of UGK	2003-06-12	Dirty South Rap Classics by DJ HOTSAUCE	0cYzIKaobR7yaxjMTRvO6P	0.81	0.55	1	-9.81	0	0.21	0.247	0	0.13	0.69	146.1	323960	rap	southern hip hop
0iRXwSL6X0Fhya8Xk8kNhl	Nextel Chirp	Maceo	22	0iRXwSL6X0Fhya8Xk8kNhl	Straight Out da Pot	2005-08-23	Dirty South Rap Classics by DJ HOTSAUCE	0iRXwSL6X0Fhya8Xk8kNhl	0.75	0.75	1	-4.89	1	0.17	0.466	1.61769432413857	0.12	0.55	150.09	281013	rap	southern hip hop
5w3CiqpCBupl0SLppRaput	Be Easy	T.I.	0	5w3CiqpCBupl0SLppRaput	Trap Muzik	2003-08-19	Dirty South Rap Classics by DJ HOTSAUCE	5w3CiqpCBupl0SLppRaput	0.58	0.73	1	-5.28	0	0.24	0.00198	0	0.12	0.36	155.03	198027	rap	southern hip hop
63BokRfXSQhEU6Qi2dSJpZ	Mind Playing Tricks on Me	Geto Boys	65	63BokRfXSQhEU6Qi2dSJpZ	We Cant Be Stopped	1991-07-02	Dirty South Rap Classics by DJ HOTSAUCE	63BokRfXSQhEU6Qi2dSJpZ	0.89	0.51	10	-11.82	0	0.24	0.207	0	0.1	0.45	94	308733	rap	southern hip hop
20ekNN40AwbZ7fwFEaLESa	Let Me See It	UGK	0	20ekNN40AwbZ7fwFEaLESa	Dirty Money	1990-01-01	Dirty South Rap Classics by DJ HOTSAUCE	20ekNN40AwbZ7fwFEaLESa	0.81	0.63	11	-8.28	0	0.28	0.0122	0	0.07	0.71	155.94	253507	rap	southern hip hop
3vR6ivBSe0SWntHyEzh4X1	Head Bussa (feat. Lil Jon)	Lil Scrappy	44	3vR6ivBSe0SWntHyEzh4X1	Head Bussa	2003-09-02	Dirty South Rap Classics by DJ HOTSAUCE	3vR6ivBSe0SWntHyEzh4X1	0.82	0.84	4	-5.66	1	0.09	0.00166	0	0.05	0.61	78.02	236565	rap	southern hip hop
5HOR3skey0qLfiTejqQ7KD	Get Ya Mind Right	Jeezy	0	5HOR3skey0qLfiTejqQ7KD	Lets Get It: Thug Motivation 101 (Explicit Version)	2005-01-01	Dirty South Rap Classics by DJ HOTSAUCE	5HOR3skey0qLfiTejqQ7KD	0.39	0.78	5	-5.93	1	0.38	0.0207	0	0.36	0.65	79.33	221240	rap	southern hip hop
0AMsWm4pZWF0JrraOawTD9	Nothins Free	Oobie	29	0AMsWm4pZWF0JrraOawTD9	Kings Of Crunk	2002-10-29	Dirty South Rap Classics by DJ HOTSAUCE	0AMsWm4pZWF0JrraOawTD9	0.69	0.6	1	-5.19	1	0.13	0.532	4.44244371308014	0.33	0.27	96.16	262720	rap	southern hip hop
5RDqj06z9J287XqeQgYZdb	Elevators (Me & You)	OutKast	0	5RDqj06z9J287XqeQgYZdb	ATLiens	1996-08-27	Dirty South Rap Classics by DJ HOTSAUCE	5RDqj06z9J287XqeQgYZdb	0.77	0.59	10	-10.43	0	0.3	0.0234	0.000726	0.06	0.64	85.08	265200	rap	southern hip hop
0EgigrGFGb4PHaVNb7fgK7	No Problem	Lil Scrappy	54	0EgigrGFGb4PHaVNb7fgK7	The Crunk Recordings: Hits From The Pioneers And Players Of Crunk	2009-08-21	Dirty South Rap Classics by DJ HOTSAUCE	0EgigrGFGb4PHaVNb7fgK7	0.86	0.73	1	-7.22	1	0.24	0.053	0	0.15	0.14	85.98	214213	rap	southern hip hop
3wIjnMkaSRsU2GAsHRtaXf	Neva Eva (feat. Lil Scrappy & Lil Jon)	Trillville	16	3wIjnMkaSRsU2GAsHRtaXf	Neva Eva/Head Bussa	2003	Dirty South Rap Classics by DJ HOTSAUCE	3wIjnMkaSRsU2GAsHRtaXf	0.78	0.81	7	-4.97	1	0.05	0.0192	0	0.09	0.79	78.02	276320	rap	southern hip hop
1BVTXeq3Hv4K1QamHvrt6A	Front, Back & Side to Side	UGK	42	1BVTXeq3Hv4K1QamHvrt6A	Super Tight	1994-04-11	Dirty South Rap Classics by DJ HOTSAUCE	1BVTXeq3Hv4K1QamHvrt6A	0.82	0.63	2	-5.6	1	0.1	0.0192	1.47e-05	0.04	0.8	150	313800	rap	southern hip hop
